account_id,risk_level,risk_score,total_transactions,total_amount,max_transactions,unique_receivers
5106857691,Severe,120,429,2353190.09,343882.76,38
5106926684,Severe,120,329,3274968.86,590721.51,30
5107245778,High,80,15,707904.41,428874.38,4
5108128860,Severe,120,327,3975654.77,861510.71,32
5108529656,High,80,193,1287259.77,273571.38,27
5108911687,High,90,423,3995970.78,127002.56,40
5109623450,High,90,493,3085188.48,123563.3,44
5111631734,High,80,282,3377041.49,724560.54,28
5113065613,Severe,120,399,3820874.69,489727.7,41
5113095186,High,80,299,2781460.67,349265.82,33
5113744905,Severe,120,324,2946895.27,375149.86,31
5114330168,High,90,430,2408282.86,179720.64,37
5118116049,Severe,120,461,5012427.87,837591.75,44
5118212459,Severe,120,435,3210161.36,343807.0,38
5118288230,Severe,120,461,3774056.27,465328.2,47
5118630682,Severe,120,483,4205723.53,480622.84,41
5118974151,Severe,120,418,3393767.54,393503.85,42
5119210591,Severe,120,510,4257321.74,309573.02,48
5119883991,High,90,436,2387912.0,217357.19,38
5120079009,High,90,395,2692475.28,214441.99,36
5121797684,High,80,6,680944.83,493433.62,4
5122331855,High,80,265,3006469.46,579722.08,25
5122925571,Severe,120,462,3427999.0,369594.79,43
5123832518,High,80,237,3322967.0,687500.66,25
5124235068,Severe,120,513,4841087.95,423175.44,47
5124367635,Severe,120,515,5152959.81,678985.29,47
5124936865,High,90,465,3067240.66,129265.78,43
5125400674,Severe,120,330,3977647.21,329516.74,36
5125519138,Severe,120,324,3357121.52,845928.82,32
5126550352,High,90,325,3270979.01,197100.4,30
5127599600,High,90,428,3560602.77,132827.56,41
5128448659,Severe,120,467,3206841.17,283098.58,46
5129412985,High,80,190,2368007.49,481186.84,20
5129899820,Severe,120,334,3427764.34,391470.57,32
5130075357,High,80,265,3155230.1,970125.71,23
5130760851,Severe,120,358,3930709.72,892056.65,34
5131113315,High,80,19,439803.35,406052.91,5
5133017958,Severe,120,519,4375395.74,767895.22,43
5134990846,High,80,144,1775947.54,670045.16,21
5135714721,High,90,387,2645434.19,121562.19,39
5137685144,High,80,19,384180.83,260780.99,5
5138502234,Severe,120,397,4312036.05,456798.46,36
5139808800,High,80,9,423241.11,356885.72,9
5141977196,Severe,120,353,3216844.73,431087.22,37
5142782371,Severe,120,342,3183480.24,254905.05,32
5143642908,High,80,259,3591064.99,793778.03,23
5144095825,High,90,335,3618618.41,166200.05,34
5145066895,High,80,291,2279690.74,405619.64,30
5146773616,High,90,393,2138510.31,210942.34,38
5146861620,Severe,120,302,2276604.5,584980.33,34
5148909783,High,90,378,1888892.93,191190.49,33
5149373864,High,80,173,2416745.95,496063.1,21
5150498545,High,80,173,1748203.11,361337.97,17
5150525002,High,80,292,3479988.57,660036.55,28
5151881380,Severe,120,522,2987393.94,414465.1,46
5151884692,High,80,23,428146.285787484,394884.57,4
5152078481,High,80,8,741953.18,386601.03,4
5152370034,Severe,120,518,5029356.95,552012.64,45
5152676028,Severe,120,576,4535064.1,557234.38,49
5153211631,High,80,250,2737030.67,633491.79,27
5154465914,High,90,351,2907926.28,209360.32,34
5156390799,High,80,244,1803233.88,386326.7,34
5157059265,Severe,120,535,3336992.19,410875.59,43
5157768766,High,90,325,2524428.84,118207.18,33
5157997094,Severe,120,497,4557743.95,545753.66,48
5158059531,High,80,187,2114827.13,430888.48,23
5160230837,Severe,120,350,3552770.81,416246.94,34
5161775150,High,80,278,2566858.45,632068.55,27
5162056082,Severe,120,409,5117036.22,476230.42,39
5162458211,High,80,194,1279607.25,252645.47,24
5162983943,Severe,120,420,3825721.18,277261.21,41
5163142861,High,90,362,2865603.91,171160.91,33
5164426741,High,80,154,1348295.13,667051.08,15
5164987208,Severe,120,522,5350473.88,889148.02,47
5164994106,Severe,120,630,5461612.08,336626.91,57
5166088047,High,90,324,1691614.21,104204.68,30
5167060432,High,90,453,4158117.99,205129.63,43
5167191716,High,80,271,2577033.77,753776.74,27
5167890490,Severe,120,614,5211868.83,333921.2,54
5169629077,High,90,588,4271236.32,248702.69,51
5170411068,High,90,566,4551869.21,174835.0,48
5170445975,High,90,599,3994600.96,224893.16,55
5170691512,High,80,175,2069961.29,708523.5,18
5171812735,High,90,524,2927433.67,100038.94,50
5171820686,High,90,458,4444160.25,114117.37,38
5171934087,Severe,120,351,2290361.9,515320.72,32
5172165422,High,90,406,3391117.61,216776.39,42
5172606052,Severe,120,516,4347397.58,868722.35,47
5172752049,Severe,120,337,2320845.67,707097.01,33
5174678695,Severe,120,389,6120090.27,844144.31,38
5174789856,Severe,120,469,4952844.54,867796.91,44
5175256054,High,80,194,3026244.48485047,561376.8,21
5175925172,High,90,363,2691082.65,175325.95,32
5176519473,Severe,120,336,2677510.36,259925.46,32
5176574150,Severe,120,364,2905231.15,438571.88,33
5176993431,Severe,120,385,2803397.29,322793.49,38
5177427571,High,80,152,2037762.33,761097.26,14
5177971870,Severe,120,449,4215098.38,591819.95,43
5178528380,Severe,120,611,5107745.9,444421.89,50
5178612785,High,80,163,1168582.64,403173.35,17
5179099063,High,90,658,4650951.69,104038.18,58
5179372335,High,80,4,465082.09,432609.53,4
5180911284,High,80,7,1005952.61,635576.1,5
5180980471,High,90,483,4292839.58,207824.17,43
5182383198,Severe,120,455,5015239.62,733464.22,38
5182401150,High,80,2,757908.85,419070.52,2
5183637991,Severe,120,366,3001220.09,473742.51,35
5183737801,Severe,120,386,4680077.51,490120.52,34
5184249833,High,90,330,3258914.58,195915.85,33
5184411178,High,90,525,4177551.91,184902.94,50
5187142377,High,90,483,3430833.58,133132.48,41
5187359383,High,90,506,3482601.55,202408.26,50
5187544024,Severe,120,576,3568410.93,292289.03,47
5188132420,Severe,120,448,3681213.13,273357.9,37
5188417590,High,80,167,2127508.21,832784.83,15
5189239253,High,90,409,3697336.9,171562.22,39
5189419663,Severe,120,303,2364645.09,403938.42,30
5189457701,Severe,120,480,3065635.58,330718.15,41
5189874304,High,80,268,3306645.13,400765.4,27
5190055293,Severe,120,391,3757522.15,564639.54,34
5190526203,Severe,120,518,4195343.83,586106.82,44
5191517544,High,80,292,3733934.98,535519.14,31
5192514538,Severe,120,524,4358430.75,493163.09,44
5194054666,High,80,251,1823456.88,487740.91,24
5194203969,Severe,120,307,1558596.14,345820.08,28
5194496362,High,80,282,2416526.95,279763.78,28
5194755834,High,80,137,1836684.38,658541.45,14
5195696461,High,90,554,5232257.21,215477.66,56
5196465885,Severe,120,414,4066379.2,902343.33,34
5198002396,Severe,120,545,4602916.15,703964.43,55
5198102185,High,90,379,3450595.08,175786.16,36
5199004128,Severe,120,579,4444388.24,414313.31,50
5199147271,Severe,120,570,3509025.7,462185.13,51
5199592924,High,90,305,2434208.99,110018.39,28
5199663984,Severe,120,649,5991074.36,822257.02,53
5200779982,High,90,615,3160625.42,132674.63,55
5201185567,High,80,199,2713761.35,472112.07,17
5201472818,Severe,120,463,3432055.17,459617.92,47
5201604365,Severe,120,341,1870255.33,411836.28,33
5201907140,Severe,120,418,4162500.06,799706.94,36
5202290548,High,80,13,604501.14,520569.29,5
5203245380,High,80,9,372191.16,349240.32,3
5204056034,High,80,159,1033456.74,672331.83,15
5204536621,Severe,120,400,4602271.19,413802.31,40
5204642014,High,80,273,2254475.18,480308.89,28
5205676353,High,80,124,787385.652444179,379753.56,15
5205850213,Severe,120,385,3353233.59,558335.97,40
5206145359,Severe,120,359,1548957.33,308329.84,36
5209637484,High,90,389,3674172.65,146085.91,35
5210234488,Severe,120,506,3636964.95,257484.02,47
5211403357,High,80,169,1480227.03,252181.96,16
5212609281,Severe,120,363,3044609.08,627273.72,33
5213928125,High,80,5,723658.28,717909.35,3
5214253959,High,80,201,2300925.17,347382.23,18
5214523833,Severe,120,481,4185833.74,258317.52,45
5215132205,High,80,286,2079965.89,272537.98,29
5217061425,High,80,190,1638013.39,472906.96,24
5217714913,Severe,120,656,5809300.19,301257.0,56
5218803866,High,80,293,1726271.12,427822.53,29
5219056024,High,80,150,2046921.28085222,318244.48,16
5219335403,High,80,257,2131937.65,969919.16,22
5219817932,High,80,225,1406038.28,316721.14,24
5219822056,High,90,556,4465192.81,138171.58,52
5220646289,Severe,120,380,2151483.87,501422.43,35
5223069835,High,90,437,4139946.52,221239.6,44
5223272370,Severe,120,411,3368752.49,471504.89,37
5224500224,High,80,261,3934473.27,547261.94,28
5224954510,Severe,120,409,2617352.05,421589.71,37
5225662186,Severe,120,303,3073266.67,624063.4,31
5226608373,Severe,120,409,2948553.97,262347.02,40
5228281820,Severe,120,604,4603388.18,261440.73,52
5228331572,High,90,368,2329604.17,210427.66,34
5228370002,Severe,120,436,4096468.63,634922.07,45
5228783575,High,90,381,1814553.13,206132.68,33
5228943997,High,90,439,3366666.9,247732.79,41
5229558527,High,90,380,2264091.11,220505.69,42
5229741096,Severe,120,533,5223986.4,742199.66,47
5230244815,Severe,120,322,1626427.33,357016.58,29
5233495288,High,80,171,2584565.79,562615.05,16
5234885615,Severe,120,581,5076165.46,371587.02,49
5236993473,Severe,120,328,2766112.91,600368.54,36
5237627519,Severe,120,451,3512027.16,257071.22,42
5238200355,High,80,230,1420832.18,366476.18,24
5238562468,High,90,561,3699092.59,130356.48,52
5241741074,Severe,120,430,4494873.7,255613.95,42
5242070428,High,80,2,294077.04,291662.68,2
5242230374,Severe,120,365,2024146.22,265152.74,37
5243267142,High,90,554,3236853.76,189925.78,51
5244413011,High,90,472,3172386.7,210269.69,39
5245682182,Severe,120,331,3796029.25,688708.89,35
5246414968,High,90,572,5073988.9,135464.67,49
5247160115,High,80,229,1951973.93,422232.75,23
5247910264,Severe,120,435,4593345.26,404298.21,42
5248724846,High,90,361,2250174.33,173278.89,34
5250272499,Severe,120,313,3701326.87,589204.85,32
5250468770,Severe,120,353,3825817.09,808867.84,33
5251195293,High,90,521,3781926.44,139389.73,48
5251674452,Severe,120,512,3253605.95,309203.8,48
5253146909,High,90,305,2051327.71,198264.86,33
5254653528,Severe,120,646,4821669.59,271118.18,57
5255228519,High,80,65,975933.95,444639.76,10
5255843087,High,90,315,2292240.76,164224.32,31
5256243819,High,80,142,988540.56,417027.69,14
5259959633,High,80,141,679521.94,352509.98,14
5262250636,Severe,120,440,6042439.25,821848.55,41
5262797685,High,80,291,2206489.48,896912.92,28
5263424774,Severe,120,519,3523823.38,279045.86,44
5263799174,Severe,120,418,3543752.98,822570.0,36
5265940700,High,80,191,1027725.21,435198.67,19
5266144587,High,80,238,2768869.05,430813.9,23
5267759061,Severe,120,467,3700179.46,520381.45,41
5268336723,High,90,397,2607417.96,170252.48,37
5268347265,Severe,120,388,3287355.26,566242.25,44
5268396252,High,80,15,551188.909855354,398087.14,5
5268863696,High,80,153,2186141.56,742607.2,14
5269615347,Severe,120,375,3725575.68,623491.94,33
5269980361,Severe,120,435,4512029.71,509751.79,41
5270340465,Severe,120,480,4319524.64,913606.0,40
5270653383,High,90,460,4580892.5,163493.92,43
5275864929,Severe,120,402,4710185.92,371166.52,35
5276304826,High,80,113,1274421.45,348955.2,15
5278137708,High,80,289,2588840.46,521976.25,28
5278396166,Severe,120,612,4771599.59,743497.64,52
5278567628,Severe,120,374,3712609.26,384089.11,33
5278833797,High,80,5,993266.64,828398.2,3
5279253063,Severe,120,579,3866002.16,853061.57,50
5279623571,High,80,295,2824224.72,456688.14,29
5279643564,Severe,120,434,4418375.92,456661.0,40
5279677011,High,90,582,3997043.74,124762.28,55
5280531905,High,80,279,1899053.32100083,575574.96,26
5281202165,High,90,379,2783000.35,150744.68,35
5281818912,High,80,6,904930.1,626160.4,4
5284384084,Severe,120,387,3720665.78,574816.5,35
5285336314,High,80,212,1223441.03,394528.9,21
5286213996,High,80,275,1693021.45,421703.55,27
5287467126,High,90,497,3452092.29,136932.41,49
5288254056,High,80,147,1649129.18,338184.53,15
5288375836,Severe,120,324,3941332.01,411205.85,30
5288964755,Severe,120,493,3854898.51,403472.39,48
5289349327,Severe,120,376,4097246.82,695071.58,33
5289586401,Severe,120,422,5380174.53,501489.38,38
5290294730,High,90,401,2868629.54,128435.58,36
5290928068,Severe,120,590,4407472.96,610160.11,53
5292721207,Severe,120,347,2979850.08,300109.02,32
5293021093,Severe,120,614,5282181.95,476711.44,49
5293050899,Severe,120,472,2529865.77,302122.32,41
5293429200,High,90,436,4459401.06,160051.05,37
5293714518,High,80,17,501470.82,272863.7,5
5294088586,Severe,120,489,4419546.91,811609.55,42
5295497479,Severe,120,530,4937070.98,643816.86,47
5297253641,Severe,120,473,4190428.44,825871.15,41
5299099978,High,80,220,2626808.08,271680.97,20
5299482522,High,80,230,2916751.78,319733.91,25
5300575111,High,90,402,2823453.6,194905.2,39
5301026293,High,90,490,3997690.42,239303.32,45
5301128094,Severe,120,428,3349159.9,282815.16,45
5301268092,High,90,491,3981711.89,249399.64,47
5303255200,High,80,237,1639375.22,507659.83,24
5304816628,High,90,301,2005957.77,128777.38,33
5304903633,High,90,372,2044851.88,204465.09,34
5304997218,High,90,352,1265704.79,130020.25,30
5306168163,Severe,120,302,2658384.66,390194.47,29
5308407360,High,80,204,2625180.15,291873.94,26
5308747717,High,80,203,1846137.92,743455.78,24
5309811005,Severe,120,338,2435118.59,295019.09,33
5310542845,High,90,503,2419346.25,164561.14,44
5310672783,Severe,120,359,4349136.1,629065.13,37
5311089132,High,90,414,2591262.62,117739.15,42
5311601749,Severe,120,527,3626052.25,862287.89,46
5312316924,High,80,189,1759533.55,283189.77,17
5314072177,Severe,120,501,3374005.86,443372.25,44
5314123296,Severe,120,580,5457111.43,369377.11,55
5315940031,Severe,120,461,4534655.87,630864.99,45
5316774430,High,80,34,509592.52,437194.03,5
5316799267,High,80,274,1562023.72,483832.18,25
5317083250,High,80,146,1816949.06,422865.11,15
5317888711,High,90,322,2585531.79,150256.33,31
5318186266,Severe,120,547,4755024.06,369519.06,51
5318927106,High,80,258,2145886.95,277102.21,26
5320735806,High,80,11,581478.35,543657.58,3
5321164098,Severe,120,482,4473991.94,386162.21,43
5321321560,Severe,120,508,4010945.53,277099.63,47
5321651029,High,80,107,1214314.11,267336.22,12
5322420490,Severe,120,481,4207915.37,989239.75,43
5323439255,High,90,356,3663089.98,126198.81,34
5324007407,Severe,120,452,4205493.41,501725.05,43
5325182835,Severe,120,524,5143859.82,754099.83,42
5327343975,Severe,120,431,4314598.28,442097.87,39
5329537033,Severe,120,345,2764825.03,299761.14,30
5330018135,High,80,293,2923126.85,495253.99,25
5330371778,Severe,120,442,3293782.15,273770.42,42
5332988211,High,80,283,1941347.01,381082.73,27
5333274247,High,90,534,3699418.46,145280.05,46
5334788886,High,80,123,828457.17,331244.6,14
5336032152,High,80,101,1573194.08,881692.6,10
5336971793,High,80,254,3797719.85,956901.0,22
5338301445,High,80,255,2348617.43,921300.16,22
5339539820,High,80,300,3688984.83,574087.35,28
5340847410,Severe,120,425,3658179.64,500354.04,40
5341008723,Severe,120,591,4720550.09,364288.32,52
5341263239,High,90,510,4631674.7,158889.76,51
5341786686,Severe,120,570,4147216.17,299176.0,52
5342213205,Severe,120,519,4135538.63,311841.91,45
5342216565,Severe,120,464,4442627.57,441407.77,37
5343121381,Severe,120,460,4071179.0,912467.94,41
5343684154,Severe,120,459,3614782.51,465881.78,46
5343799771,High,80,234,2238213.2,360161.39,25
5344385197,High,80,260,1826834.66,599122.4,24
5347000834,High,90,351,3239833.62,111761.54,34
5347104610,High,80,154,2512643.87,814677.42,20
5348495305,Severe,120,320,2345387.89,799192.21,29
5348670434,High,80,228,1611076.78,350730.82,21
5348817708,High,90,453,3491409.52,207915.91,45
5349321390,Severe,120,412,3693483.91,876406.03,42
5350299715,Severe,120,571,5327097.74,707407.76,51
5350575484,Severe,120,458,3422167.55,258828.53,39
5350757954,Severe,120,665,5291487.5,276475.69,55
5351274176,Severe,120,340,2455324.81,253306.13,32
5351526399,Severe,120,493,3849122.09,658881.03,45
5351829653,Severe,120,422,4210246.13,626112.04,38
5351896564,High,90,430,3269962.33,188820.96,37
5352149930,Severe,120,416,3009048.76,284062.61,42
5353152072,High,90,474,4042264.85,140004.47,41
5353191551,High,80,18,612970.726548658,470326.05,4
5354220736,Severe,120,439,3857022.83,439669.64,41
5354961162,High,90,359,3106902.65,219987.19,33
5355211037,Severe,120,557,3207494.24,518354.8,47
5356235505,Severe,120,470,3885044.04,684862.14,44
5357041745,Severe,120,355,3507255.49,792686.32,33
5357345861,Severe,120,416,3019291.05,343524.55,35
5357919352,Severe,120,382,2170524.08,325929.28,35
5358107887,Severe,120,450,3485963.99,283839.78,42
5358114791,Severe,120,353,2389336.27,361336.71,29
5359230027,High,80,196,970036.5,311326.02,22
5359860218,Severe,120,483,4192514.35,590722.29,46
5360300017,High,90,510,4469761.91,187185.87,49
5360544617,Severe,120,386,4841966.97,756661.83,32
5361547622,High,80,215,1416727.38,345114.32,23
5361644832,High,90,319,2447549.01,160502.07,33
5362449039,Severe,120,493,4008765.49,414609.77,47
5363117119,High,90,640,4443257.95,222804.31,58
5363627375,Severe,120,553,5335642.16,850658.87,48
5364464198,Severe,120,349,2894573.54,602180.93,32
5366309224,High,90,418,2334155.06,205998.28,36
5366626182,High,80,249,2780256.75,482902.53,26
5366829058,High,90,511,3843168.94,203065.48,43
5366856825,High,80,213,2617268.63877872,399856.2,21
5369268025,Severe,120,402,4577821.94,735655.53,42
5369283466,High,80,236,2157029.8,431838.37,21
5370682024,Severe,120,421,3322543.16,445474.1,42
5370725967,High,90,318,2207764.13,159189.76,30
5371193560,High,80,274,3883875.6,520162.53,29
5372605400,High,90,411,3051048.48,124949.31,37
5372911560,High,80,247,2325184.54,439415.48,25
5373204111,High,90,555,4712241.1,178967.97,53
5373989424,Severe,120,489,3856214.98,337024.48,48
5376542601,High,90,506,4445535.61,174335.13,46
5379293727,High,80,232,2188500.62,395482.29,23
5380335751,Severe,120,546,4045174.37,294702.74,49
5381936235,Severe,120,337,1695571.16,298544.31,32
5383111930,Severe,120,543,3136066.52,757702.48,44
5383204240,High,80,288,2613423.42,347657.46,25
5384115925,Severe,120,472,4048652.53,624253.42,47
5385331795,Severe,120,343,2445887.99,330701.76,34
5385336557,Severe,120,338,2366784.92,862582.03,35
5385654131,Severe,120,504,3675284.29,265420.12,43
5385818779,High,80,154,1208392.04,295012.2,17
5386067899,High,80,180,2251269.93,462467.28,17
5388463627,Severe,120,587,6126841.05,980326.83,51
5388927862,Severe,120,380,3554888.89,468578.33,37
5389993452,High,80,235,2353494.39,945814.1,35
5390662085,Severe,120,480,3918628.07,643222.67,44
5391323567,High,90,493,4110541.8,233539.94,45
5391372548,High,80,269,2992018.0,422452.91,25
5391572812,Severe,120,478,4866286.97,477794.98,42
5392129259,High,90,367,3019965.94,171479.7,40
5393102088,High,80,143,1804236.67,459999.56,19
5393610375,Severe,120,468,4349891.91,862664.8,41
5393848376,High,90,564,4405227.56,239992.08,55
5394047949,High,90,371,1788836.59,154285.8,34
5394366345,Severe,120,310,3155283.96,479507.91,32
5394960277,High,80,286,3546859.87,734544.47,29
5395048723,High,80,232,963936.229091127,292247.75,22
5395605156,High,80,163,2077350.79,504046.18,20
5395950332,High,80,16,613239.73,420282.55,4
5397257731,High,80,134,1967643.97,408163.18,13
5397816792,Severe,120,376,4156340.77,309775.77,35
5398127973,High,80,199,1574258.99,690421.36,23
5398717737,Severe,120,433,2886773.48,586138.03,36
5398804209,High,80,8,488474.13,331896.33,4
5399573774,High,90,493,3625172.72,160731.34,46
5402012602,Severe,120,413,4023788.34,341590.36,41
5404023576,High,80,251,2405298.88,473607.29,32
5404349407,High,90,404,3516479.92,116613.93,34
5405040462,High,80,172,3084320.06,897232.96,19
5406717415,High,90,327,2888517.9,186086.54,29
5408417237,High,90,328,2238445.63,196840.63,28
5408489398,High,80,216,2781721.93,466432.0,24
5408804160,Severe,120,311,2993345.35,767779.81,28
5408914736,High,90,471,2170609.46,135523.61,44
5409294534,Severe,120,467,2990549.43,416883.34,43
5410017221,High,90,610,3397100.67,117645.74,53
5410161867,Severe,120,522,5217992.24,253285.44,50
5410984206,Severe,120,469,4915260.81,548211.07,41
5412250951,High,80,146,1568077.69,953769.76,16
5412335503,Severe,120,314,2526956.65,341157.07,35
5412924409,High,90,432,3161292.99,223771.93,39
5413318963,High,80,122,1632677.15,294131.65,13
5418705545,High,80,199,1767799.24,334371.9,21
5419491985,High,90,384,3557774.07,234821.49,37
5421625034,High,80,6,789144.89,516348.22,4
5422473217,Severe,120,593,4783447.61,496145.11,52
5423121165,High,80,148,2701611.25,898713.51,15
5423597754,High,80,206,2538630.64,584670.85,20
5423683305,High,80,201,2109952.17,260703.05,18
5427202597,Severe,120,428,4562125.62,709186.82,44
5428620856,Severe,120,318,1116783.45,285795.05,30
5429428365,Severe,120,337,2676141.47,674937.78,27
5429994454,High,90,388,2984649.38,226329.86,34
5430069895,High,80,228,2554509.83,783586.01,20
5430311710,High,90,606,4321210.6,191438.63,51
5432087538,High,90,542,3575829.69,195690.63,48
5432356538,High,90,443,3409740.84,117071.89,47
5432764552,High,90,328,2395887.18,246687.58,31
5434534660,High,80,251,2963761.01,613565.24,24
5435616332,High,90,528,4003678.67,238957.15,44
5436882446,Severe,120,450,4366679.5,688729.57,45
5437256259,High,80,241,2571944.9,288363.96,21
5438209656,Severe,120,431,3507661.78,776097.45,39
5438287099,Severe,120,420,3614813.01,480204.79,39
5440258024,Severe,120,638,3867628.92,333277.09,55
5440476078,High,90,456,2261409.43,131643.9,41
5440899683,High,80,9,919308.09,753885.74,5
5441219695,Severe,120,313,3515212.96,524936.94,33
5441302161,Severe,120,565,4102803.68,449351.83,55
5441900920,High,80,245,1561585.42,667605.77,23
5443619145,Severe,120,376,3344267.77,920420.16,34
5444185928,High,80,20,1442659.88,1264472.93,4
5444838082,Severe,120,420,3407091.98,661139.51,44
5445457839,Severe,120,353,4186411.6,482622.81,32
5445969955,Severe,120,301,2882437.67,552463.9,31
5446472051,High,80,115,1543346.82,535680.75,11
5446482786,High,80,141,1799089.0,508507.19,12
5446596219,High,90,523,4379743.09,141943.57,45
5447236664,Severe,120,401,2823718.57,414428.07,38
5447895119,Severe,120,376,3954564.78,737541.02,33
5448654851,Severe,120,392,2277475.18,481442.14,32
5449304408,Severe,120,495,4372669.74,480924.28,47
5449539813,High,80,107,1406895.96,281459.81,10
5451594359,Severe,120,320,2897510.87,466310.24,28
5457107039,High,90,553,4739663.8,145895.0,49
5457154781,Severe,120,466,4559197.24,537709.65,41
5457954442,High,80,15,737412.42,508558.33,4
5458025972,Severe,120,326,2074070.21,271910.01,35
5458452146,Severe,120,391,3829709.3,282810.89,35
5458922422,Severe,120,347,4052803.16,306363.61,32
5459041199,High,90,481,2700821.91,178656.75,46
5459589010,Severe,120,545,4951760.26,289658.92,52
5460055862,Severe,120,504,2999622.79,254923.83,47
5461092601,High,90,456,2861830.08,216171.36,37
5462684028,Severe,120,404,3010718.04,279428.42,37
5462815396,Severe,120,345,2829903.33,415683.76,32
5463573406,High,80,186,2735163.67,504391.23,18
5464175275,Severe,120,559,4851868.82,489602.05,49
5464377535,High,90,520,3892735.22,242978.05,44
5465711789,High,80,13,431888.23,390408.51,4
5466123934,High,80,285,2436272.29,262769.95,30
5467730186,Severe,120,329,2845226.4,460295.64,35
5468170213,High,90,342,2272443.93,179782.43,34
5468199784,Severe,120,330,3174910.23,764826.63,28
5468592889,Severe,120,525,4589471.74,933779.0,50
5468971322,Severe,120,586,4212153.56,897313.61,48
5468996675,High,80,92,671190.37,395442.41,11
5469586410,Severe,120,448,3531255.97,451455.69,43
5469711643,Severe,120,352,3597192.85,311755.51,36
5470113126,High,80,196,1709118.44,684989.1,22
5471440641,Severe,120,369,2835936.61,535911.22,30
5473047925,High,80,279,2651264.25,800228.85,31
5473746789,Severe,120,459,3031927.77,318977.12,44
5474002394,Severe,120,355,2101965.61,848375.05,28
5474147781,Severe,120,598,5455555.15,488330.57,54
5475205102,High,90,503,3568244.04,228016.59,50
5475325975,Severe,120,549,4106059.23,440184.26,50
5475445640,High,80,148,2007440.74,390181.32,14
5477269863,Severe,120,393,2822267.4,266456.34,40
5477440269,High,90,409,2839818.98,110274.11,39
5477544143,High,80,165,1778169.83,407679.01,17
5478796855,High,80,247,2213177.18,486968.72,24
5480881751,Severe,120,314,2616525.58,265160.88,31
5481100101,Severe,120,363,3045310.6,604209.44,35
5484190401,Severe,120,383,3628799.57,627397.89,38
5484231810,High,80,295,3328131.88,576689.38,26
5484655061,High,90,323,2437042.1,157235.18,31
5486666518,Severe,120,524,5288052.68,402479.5,49
5486873138,High,80,261,2653991.97,562110.51,25
5488982703,Severe,120,488,4806874.12,491552.43,43
5489618609,High,90,334,2265613.97,207554.5,32
5491192581,High,80,221,2497603.79,799810.6,24
5491413097,Severe,120,430,4763544.44,385074.52,45
5493651741,Severe,120,383,4346462.36,480803.63,36
5496457139,High,90,596,3581535.66,111408.51,52
5496601889,High,80,2,581480.62,402686.58,2
5496730550,Severe,120,460,3569582.78,547492.6,39
5497129515,Severe,120,354,2043747.17975093,892017.01,34
5497874707,High,90,400,1776298.83,163704.85,33
5498153777,High,80,19,341717.75,327908.5,4
5498510197,High,80,248,2482961.6,585649.63,27
5499481022,High,80,296,2902464.25,572692.14,32
5501112622,High,80,261,2388025.74,602058.04,26
5501242883,Severe,120,363,1331242.96,253500.54,29
5503393830,Severe,120,585,4468972.58,378425.68,51
5503797086,High,90,360,2324913.85,221709.63,34
5505028796,High,90,303,2000373.24,237152.21,32
5505377425,High,80,133,3510576.35,992811.18,17
5505421217,Severe,120,490,4580291.63,923750.11,47
5506454925,Severe,120,456,3559396.65,304756.51,38
5508873659,Severe,120,502,4597618.68,525207.62,46
5509040919,Severe,120,338,2270684.16,563602.09,34
5509746472,Severe,120,461,3643431.61,413589.53,47
5509781847,High,90,380,2597588.45,120620.54,32
5509909572,Severe,120,454,4082823.74,295661.27,42
5510973979,Severe,120,492,3573241.73,430095.86,43
5511940809,Severe,120,352,3171494.97,693696.94,37
5512210047,High,80,253,3228643.9,468152.46,27
5514399467,High,80,206,1984594.22,660783.78,21
5515288690,Severe,120,325,2583656.99,258708.34,36
5517676170,High,80,257,1554617.49,250140.27,26
5518247203,High,90,310,2400634.18,227367.83,32
5518400941,Severe,120,362,3328755.1,800641.25,36
5520221039,High,80,18,940682.52,306128.0,7
5520244459,Severe,120,346,2858233.28,340001.5,31
5520940007,High,80,277,2444928.59,285168.38,24
5521829903,Severe,120,424,3422257.86,313717.9,39
5522077599,High,80,9,654589.71,393448.6,4
5522099989,High,90,514,4154367.73,171230.39,46
5523646183,Severe,120,380,3189407.46,486908.56,34
5524832117,High,90,464,3443843.85,244108.86,44
5524984670,High,80,294,2830089.37,491456.55,32
5525137156,High,80,235,2526577.76,331455.76,21
5525242063,High,80,187,1998658.56,497283.63,22
5525280174,Severe,120,567,4091027.29,374978.17,54
5525508229,High,80,145,1875042.65,626477.03,17
5526508895,Severe,120,318,1982803.06,276252.89,28
5526864645,Severe,120,425,4314058.66,435314.11,44
5527153617,Severe,120,430,2131050.58,505834.12,39
5527535764,High,90,441,2765333.15,103817.51,38
5528523759,Severe,120,557,5145063.65,397490.45,52
5528709889,High,80,17,274739.25,271134.08,3
5529200426,Severe,120,529,3438927.81,302191.99,48
5529848214,Severe,120,377,4890967.55,905204.92,33
5530657888,Severe,120,552,4394914.36,380667.04,55
5531320907,High,90,453,3480698.13,118402.17,44
5533555643,High,90,417,3379200.27,186283.84,35
5534373873,High,80,290,1628013.67,302498.97,30
5534855151,High,80,17,430687.97,263175.99,4
5535491870,High,80,119,1933175.7,533026.15,12
5535706535,High,80,17,825959.96,714730.97,4
5535829993,High,80,153,1666423.7,391917.01,18
5535911422,High,80,10,624256.72,254870.16,7
5536444677,Severe,120,355,4179847.51,346554.89,34
